run_accession	experiment_title	collection_date	country	instrument_platform
ERR12386801	Illumina MiniSeq sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-10-06	Spain	ILLUMINA
ERR12386813	NextSeq 2000 sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-09-28	Spain	ILLUMINA
ERR12386814	NextSeq 2000 sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-10-18	Spain	ILLUMINA
ERR12386818	NextSeq 2000 sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-10-04	Spain	ILLUMINA
ERR12386819	NextSeq 2000 sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-10-13	Spain	ILLUMINA
ERR12386823	NextSeq 2000 sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-10-13	Spain	ILLUMINA
ERR12386834	NextSeq 2000 sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-10-06	Spain	ILLUMINA
ERR12386835	NextSeq 2000 sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-10-01	Spain	ILLUMINA
ERR12386836	NextSeq 2000 sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-10-13	Spain	ILLUMINA
ERR12386840	NextSeq 2000 sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-10-13	Spain	ILLUMINA
ERR12386841	NextSeq 2000 sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-09-29	Spain	ILLUMINA
ERR12386846	NextSeq 2000 sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-10-11	Spain	ILLUMINA
ERR12386850	NextSeq 2000 sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-10-24	Spain	ILLUMINA
ERR12386852	NextSeq 2000 sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-10-10	Spain	ILLUMINA
ERR12386854	NextSeq 2000 sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-10-24	Spain	ILLUMINA
ERR12386856	NextSeq 2000 sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-10-10	Spain	ILLUMINA
ERR12386863	NextSeq 2000 sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-10-14	Spain	ILLUMINA
ERR12386864	NextSeq 2000 sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-10-14	Spain	ILLUMINA
ERR12386866	NextSeq 2000 sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-10-12	Spain	ILLUMINA
ERR12386874	NextSeq 2000 sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-10-24	Spain	ILLUMINA
ERR12386875	NextSeq 2000 sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-10-24	Spain	ILLUMINA
ERR12386885	NextSeq 2000 sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-10-24	Spain	ILLUMINA
ERR12386901	Illumina iSeq 100 sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-10-05	Spain	ILLUMINA
ERR12386903	Illumina iSeq 100 sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-10-09	Spain	ILLUMINA
ERR12386906	Illumina iSeq 100 sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-10-09	Spain	ILLUMINA
ERR12386908	Illumina iSeq 100 sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-10-09	Spain	ILLUMINA
ERR12386910	Illumina iSeq 100 sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-10-09	Spain	ILLUMINA
ERR12386913	Illumina iSeq 100 sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-10-09	Spain	ILLUMINA
ERR12386915	Illumina iSeq 100 sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-10-16	Spain	ILLUMINA
ERR12386916	Illumina iSeq 100 sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-10-09	Spain	ILLUMINA
ERR12386917	Illumina iSeq 100 sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-10-09	Spain	ILLUMINA
ERR12386919	Illumina iSeq 100 sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-10-09	Spain	ILLUMINA
ERR12386925	Illumina iSeq 100 sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-10-09	Spain	ILLUMINA
ERR12386927	Illumina iSeq 100 sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-10-09	Spain	ILLUMINA
ERR12386930	Illumina iSeq 100 sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-10-09	Spain	ILLUMINA
ERR12386934	Illumina iSeq 100 sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-10-11	Spain	ILLUMINA
ERR12386935	Illumina iSeq 100 sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-10-11	Spain	ILLUMINA
ERR12386937	Illumina iSeq 100 sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-10-13	Spain	ILLUMINA
ERR12386938	Illumina iSeq 100 sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-10-17	Spain	ILLUMINA
ERR12386941	Illumina iSeq 100 sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-10-17	Spain	ILLUMINA
ERR12386942	Illumina iSeq 100 sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-10-18	Spain	ILLUMINA
ERR12386945	Illumina iSeq 100 sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-10-11	Spain	ILLUMINA
ERR12386947	Illumina iSeq 100 sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-10-11	Spain	ILLUMINA
ERR12386965	Illumina MiniSeq sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-10-28	Spain	ILLUMINA
ERR12386967	Illumina MiniSeq sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-10-29	Spain	ILLUMINA
ERR12386969	Illumina MiniSeq sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-10-25	Spain	ILLUMINA
ERR12386971	Illumina MiniSeq sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-10-28	Spain	ILLUMINA
ERR12386974	Illumina MiniSeq sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-10-24	Spain	ILLUMINA
ERR12386977	Illumina MiniSeq sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-10-23	Spain	ILLUMINA
ERR12386978	Illumina MiniSeq sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-10-27	Spain	ILLUMINA
ERR12386982	Illumina MiniSeq sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-10-28	Spain	ILLUMINA
ERR12386989	Illumina MiniSeq sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-10-15	Spain	ILLUMINA
ERR12386991	Illumina MiniSeq sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-10-02	Spain	ILLUMINA
ERR12386993	Illumina MiniSeq sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-10-07	Spain	ILLUMINA
ERR12386994	Illumina MiniSeq sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-10-02	Spain	ILLUMINA
ERR12386997	Illumina MiniSeq sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-10-19	Spain	ILLUMINA
ERR12386998	Illumina MiniSeq sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-10-19	Spain	ILLUMINA
ERR12387000	Illumina MiniSeq sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-10-05	Spain	ILLUMINA
ERR12387005	Illumina MiniSeq sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-10-16	Spain	ILLUMINA
ERR12387008	Illumina MiniSeq sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-10-02	Spain	ILLUMINA
ERR12387010	Illumina MiniSeq sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-10-16	Spain	ILLUMINA
ERR12387018	Illumina MiniSeq sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-10-04	Spain	ILLUMINA
ERR12387022	Illumina MiniSeq sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-10-09	Spain	ILLUMINA
ERR12387023	Illumina MiniSeq sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-10-12	Spain	ILLUMINA
ERR12387027	Illumina MiniSeq sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-10-23	Spain	ILLUMINA
ERR12387030	Illumina MiniSeq sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-10-03	Spain	ILLUMINA
ERR12387036	Illumina MiniSeq sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-10-12	Spain	ILLUMINA
ERR12387037	Illumina MiniSeq sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-10-07	Spain	ILLUMINA
ERR12387038	Illumina MiniSeq sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-10-05	Spain	ILLUMINA
ERR12387039	Illumina MiniSeq sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-10-17	Spain	ILLUMINA
ERR12387041	Illumina MiniSeq sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-10-13	Spain	ILLUMINA
ERR12387043	Illumina MiniSeq sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-10-10	Spain	ILLUMINA
ERR12387360	Illumina MiniSeq sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-10-30	Spain	ILLUMINA
ERR12387364	Illumina MiniSeq sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-11-06	Spain	ILLUMINA
ERR12387365	Illumina MiniSeq sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-10-30	Spain	ILLUMINA
ERR12387367	Illumina MiniSeq sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-11-08	Spain	ILLUMINA
ERR12387368	Illumina MiniSeq sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-10-30	Spain	ILLUMINA
ERR12387372	Illumina MiniSeq sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-11-11	Spain	ILLUMINA
ERR12387377	Illumina MiniSeq sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-11-13	Spain	ILLUMINA
ERR12387379	Illumina MiniSeq sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-10-21	Spain	ILLUMINA
ERR12387381	Illumina MiniSeq sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-10-10	Spain	ILLUMINA
ERR12387382	Illumina MiniSeq sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-10-30	Spain	ILLUMINA
ERR12387383	Illumina MiniSeq sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-10-22	Spain	ILLUMINA
ERR12387386	Illumina MiniSeq sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-10-17	Spain	ILLUMINA
ERR12387388	Illumina MiniSeq sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-10-02	Spain	ILLUMINA
ERR12387391	Illumina MiniSeq sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-10-21	Spain	ILLUMINA
ERR12387395	Illumina MiniSeq sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-10-03	Spain	ILLUMINA
ERR12387476	NextSeq 2000 sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-10-21	Spain	ILLUMINA
ERR12387477	NextSeq 2000 sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-10-27	Spain	ILLUMINA
ERR12387478	NextSeq 2000 sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-10-27	Spain	ILLUMINA
ERR12387480	NextSeq 2000 sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-10-31	Spain	ILLUMINA
ERR12387486	NextSeq 2000 sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-10-25	Spain	ILLUMINA
ERR12387490	NextSeq 2000 sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-11-12	Spain	ILLUMINA
ERR12387494	NextSeq 2000 sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-10-26	Spain	ILLUMINA
ERR12387498	NextSeq 2000 sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-10-20	Spain	ILLUMINA
ERR12387500	NextSeq 2000 sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-10-20	Spain	ILLUMINA
ERR12387501	NextSeq 2000 sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-10-20	Spain	ILLUMINA
ERR12387502	NextSeq 2000 sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-10-21	Spain	ILLUMINA
ERR12387503	NextSeq 2000 sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-10-19	Spain	ILLUMINA
ERR12387508	NextSeq 2000 sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-11-10	Spain	ILLUMINA
ERR12387517	NextSeq 2000 sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-10-18	Spain	ILLUMINA
ERR12387518	NextSeq 2000 sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-10-30	Spain	ILLUMINA
ERR12387520	NextSeq 2000 sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-10-24	Spain	ILLUMINA
ERR12387523	NextSeq 2000 sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-10-19	Spain	ILLUMINA
ERR12387525	NextSeq 2000 sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-10-24	Spain	ILLUMINA
ERR12387526	NextSeq 2000 sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-10-24	Spain	ILLUMINA
ERR12387527	NextSeq 2000 sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-10-30	Spain	ILLUMINA
ERR12387528	NextSeq 2000 sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-10-30	Spain	ILLUMINA
ERR12387529	NextSeq 2000 sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-10-30	Spain	ILLUMINA
ERR12387533	NextSeq 2000 sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-10-30	Spain	ILLUMINA
ERR12387535	NextSeq 2000 sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-10-30	Spain	ILLUMINA
ERR12387541	NextSeq 2000 sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-11-06	Spain	ILLUMINA
ERR12387548	NextSeq 2000 sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-11-13	Spain	ILLUMINA
ERR12387550	NextSeq 2000 sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-11-13	Spain	ILLUMINA
ERR12410401	Illumina iSeq 100 sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-11-07	Spain	ILLUMINA
ERR12410402	Illumina iSeq 100 sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-11-07	Spain	ILLUMINA
ERR12410404	Illumina iSeq 100 sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-11-07	Spain	ILLUMINA
ERR12410406	Illumina iSeq 100 sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-10-27	Spain	ILLUMINA
ERR12410407	Illumina iSeq 100 sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-10-20	Spain	ILLUMINA
ERR12410409	Illumina iSeq 100 sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-10-24	Spain	ILLUMINA
ERR12410413	Illumina iSeq 100 sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-10-27	Spain	ILLUMINA
ERR12410419	Illumina iSeq 100 sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-11-06	Spain	ILLUMINA
ERR12410422	Illumina iSeq 100 sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-11-03	Spain	ILLUMINA
ERR12410423	Illumina iSeq 100 sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-11-03	Spain	ILLUMINA
ERR12410425	Illumina iSeq 100 sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-11-03	Spain	ILLUMINA
ERR12410435	Illumina iSeq 100 sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-11-08	Spain	ILLUMINA
ERR12410696	NextSeq 2000 sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-11-24	Spain	ILLUMINA
ERR12410698	NextSeq 2000 sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-12-03	Spain	ILLUMINA
ERR12410699	NextSeq 2000 sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-11-10	Spain	ILLUMINA
ERR12410700	NextSeq 2000 sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-11-12	Spain	ILLUMINA
ERR12410702	NextSeq 2000 sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-11-21	Spain	ILLUMINA
ERR12410705	NextSeq 2000 sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-12-01	Spain	ILLUMINA
ERR12410707	NextSeq 2000 sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-12-05	Spain	ILLUMINA
ERR12410709	NextSeq 2000 sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-11-30	Spain	ILLUMINA
ERR12410713	NextSeq 2000 sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-11-20	Spain	ILLUMINA
ERR12410714	NextSeq 2000 sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-11-20	Spain	ILLUMINA
ERR12410715	NextSeq 2000 sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-11-20	Spain	ILLUMINA
ERR12410721	NextSeq 2000 sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-11-20	Spain	ILLUMINA
ERR12410732	NextSeq 2000 sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-11-28	Spain	ILLUMINA
ERR12410736	NextSeq 2000 sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-12-11	Spain	ILLUMINA
ERR12410738	NextSeq 2000 sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-12-11	Spain	ILLUMINA
ERR12421735	Illumina MiniSeq sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-11-29	Spain	ILLUMINA
ERR12421736	Illumina MiniSeq sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-11-21	Spain	ILLUMINA
ERR12421738	Illumina MiniSeq sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-11-25	Spain	ILLUMINA
ERR12421740	Illumina MiniSeq sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-11-23	Spain	ILLUMINA
ERR12421743	Illumina MiniSeq sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-11-21	Spain	ILLUMINA
ERR12421744	Illumina MiniSeq sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-11-24	Spain	ILLUMINA
ERR12421746	Illumina MiniSeq sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-11-24	Spain	ILLUMINA
ERR12384781	Illumina MiniSeq sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-09-05	Spain	ILLUMINA
ERR12384785	Illumina MiniSeq sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-09-04	Spain	ILLUMINA
ERR12384786	Illumina MiniSeq sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-09-08	Spain	ILLUMINA
ERR12384787	Illumina MiniSeq sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-09-07	Spain	ILLUMINA
ERR12384788	Illumina MiniSeq sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-09-07	Spain	ILLUMINA
ERR12384792	Illumina MiniSeq sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-09-08	Spain	ILLUMINA
ERR12384796	Illumina MiniSeq sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-09-03	Spain	ILLUMINA
ERR12384797	Illumina MiniSeq sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-09-02	Spain	ILLUMINA
ERR12384799	Illumina MiniSeq sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-09-06	Spain	ILLUMINA
ERR12384802	Illumina MiniSeq sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-09-03	Spain	ILLUMINA
ERR12384806	Illumina MiniSeq sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-09-06	Spain	ILLUMINA
ERR12384807	Illumina MiniSeq sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-09-03	Spain	ILLUMINA
ERR12384810	Illumina MiniSeq sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-09-07	Spain	ILLUMINA
ERR12384813	Illumina MiniSeq sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-09-07	Spain	ILLUMINA
ERR12384815	Illumina MiniSeq sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-09-04	Spain	ILLUMINA
ERR12384822	Illumina MiniSeq sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-09-05	Spain	ILLUMINA
ERR12384824	Illumina MiniSeq sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-09-02	Spain	ILLUMINA
ERR12384826	Illumina MiniSeq sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-09-04	Spain	ILLUMINA
ERR12384827	Illumina MiniSeq sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-09-03	Spain	ILLUMINA
ERR12384828	Illumina MiniSeq sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-09-03	Spain	ILLUMINA
